cell_id,pred_phase,pred_age
cell_3122,S,660.3194667
cell_3123,G1,301.2042667
cell_3124,G1,166.7066667
cell_3125,S,770.6165333
cell_3126,S,862.2176
cell_3127,S,762.1056
cell_3128,G1,100.0602667
cell_3129,G1,227.4752
cell_3130,G1,207.9088
cell_3131,S,602.9168
cell_3132,G1,68.5936
cell_3133,S,786.8896
cell_3134,G1,186.76
cell_3135,S,376.8581333
cell_3136,S,403.408
cell_3137,G1,164.5616
cell_3138,G1,294.472
cell_3139,G2,966.8938667
cell_3140,S,687.3658667
cell_3141,G1,201.68
cell_3142,S,405.2938667
cell_3143,G1,235.3477333
cell_3144,G1,153.9642667
cell_3145,G1,113.4410667
cell_3146,G1,16.23306667
cell_3147,G1,298.0218667
cell_3148,S,663.1189333
cell_3149,G1,168.888
cell_3150,G2,920.064
cell_3151,G1,217.7541333
cell_3152,G1,217.7136
cell_3153,G1,158.6842667
cell_3154,G1,295.4512
cell_3155,G1,174.8042667
cell_3156,G2,856.0933333
cell_3157,S,597.7696
cell_3158,S,502.1514667
cell_3159,G1,226.7813333
cell_3160,S,522.3941333
cell_3161,S,698.8106667
cell_3162,G1,214.0053333
cell_3163,S,508.0997333
cell_3164,G1,916.5765333
cell_3165,G2,1072.585067
cell_3166,S,717.7264
cell_3167,G1,156.1290667
cell_3168,G1,191.9648
cell_3169,S,421.9461333
cell_3170,G1,366.7690667
cell_3171,G1,204.0730667
cell_3172,G2,936.248
cell_3173,G1,763.3898667
cell_3174,G1,287.7568
cell_3175,G1,182.2202667
cell_3176,G1,258.0693333
cell_3177,S,400.2592
cell_3178,G2,1072.517333
cell_3179,G1,253.8410667
cell_3180,S,525.0714667
cell_3181,G1,724.4805333
cell_3182,G2,953.1482667
cell_3183,S,948.8522667
cell_3184,G1,33.92266667
cell_3185,G1,200.0112
cell_3186,G1,224.8432
cell_3187,S,574.3728
cell_3188,S,468.9226667
cell_3189,G2,1041.922133
cell_3190,G2,955.3312
cell_3191,S,454.7706667
cell_3192,G1,229.2528
cell_3193,G1,200.8266667
cell_3194,G2,951.8410667
cell_3195,G1,258.4949333
cell_3196,G1,241.7813333
cell_3197,G2,849.7637333
cell_3198,G1,218.1541333
cell_3199,G1,126.4933333
cell_3200,S,751.3274667
cell_3201,G1,203.9178667
cell_3202,G1,265.1317333
cell_3203,G1,226.5125333
cell_3204,G1,492.7386667
cell_3205,G1,254.4869333
cell_3206,G1,321.9237333
cell_3207,G1,227.9253333
cell_3208,S,358.6826667
cell_3209,G1,29.18346667
cell_3210,S,514.216
cell_3211,G1,167.9056
cell_3212,G1,183.0794667
cell_3213,G1,275.8218667
cell_3214,S,637.864
cell_3215,G1,195.5157333
cell_3216,G2,918.3306667
cell_3217,S,708.8117333
cell_3218,G1,309.0394667
cell_3219,G1,172.088
cell_3220,G1,183.3008
cell_3221,G1,446.816
cell_3222,G2,1097.261333
cell_3223,G1,217.0352
cell_3224,G1,154.0997333
cell_3225,G1,159.4496
cell_3226,S,574.7664
cell_3227,S,731.5845333
cell_3228,S,719.1744
cell_3229,G1,215.7397333
cell_3230,G2,881.5397333
cell_3231,G1,223.7749333
cell_3232,G2,1046.138667
cell_3233,S,439.9557333
cell_3234,G2,938.1056
cell_3235,G1,68.92106667
cell_3236,S,733.9802667
cell_3237,S,688.312
cell_3238,G1,696.8496
cell_3239,G1,10.4064
cell_3240,G1,223.2624
cell_3241,G1,97.39733333
cell_3242,S,507.0842667
cell_3243,G1,317.2474667
cell_3244,G2,1025.187733
cell_3245,S,694.4672
cell_3246,G1,13.19466667
cell_3247,G1,184.3456
cell_3248,G1,256.0896
cell_3249,S,392.768
cell_3250,G1,66.56053333
cell_3251,S,370.1296
cell_3252,G1,255.016
cell_3253,G1,191.4688
cell_3254,G1,28.8656
cell_3255,S,593.2901333
cell_3256,G1,152.5125333
cell_3257,S,441.2944
cell_3258,G2,1017.7488
cell_3259,G1,42.1536
cell_3260,S,511.1226667
cell_3261,G2,1052.847467
cell_3262,G1,32.7152
cell_3263,G1,57.57013333
cell_3264,S,406.1018667
cell_3265,S,642.8096
cell_3266,G1,864.0325333
cell_3267,S,858.6954667
cell_3268,G1,86.29386667
cell_3269,G1,218.7696
cell_3270,G1,71.09386667
cell_3271,S,615.0117333
cell_3272,G2,970.5786667
cell_3273,G2,972.1354667
cell_3274,S,636.3861333
cell_3275,G2,890.5354667
cell_3276,G2,893.4250667
cell_3277,G1,37.43626667
cell_3278,S,498.4389333
cell_3279,G1,209.5472
cell_3280,S,416.4325333
cell_3281,S,569.3989333
cell_3282,G2,1007.4448
cell_3283,G1,203.7333333
cell_3284,S,445.272
cell_3285,S,421.9728
cell_3286,G1,106.2752
cell_3287,S,358.5562667
cell_3288,G1,862.7909333
cell_3289,G1,53.544
cell_3290,G1,294.7312
cell_3291,G1,200.7648
cell_3292,G2,997.5333333
cell_3293,G1,227.6325333
cell_3294,G1,47.84
cell_3295,G1,181.7306667
cell_3296,G1,266.7685333
cell_3297,G1,306.8544
cell_3298,S,511.2458667
cell_3300,G1,237.8490667
cell_3301,G1,208.8533333
cell_3302,G1,284.3690667
cell_3303,G1,270.5498667
cell_3304,G1,241.2629333
cell_3305,G1,188.9898667
cell_3306,G1,344.6474667
cell_3308,G1,228.6192
cell_3309,S,643.4693333
cell_3310,G1,226.4261333
cell_3311,G1,232.5994667
cell_3312,S,742.7722667
cell_3313,G1,60.9856
cell_3314,G2,990.8106667
cell_3315,S,432.9573333
cell_3316,G1,291.3504
cell_3317,G1,53.632
cell_3318,G2,942.8869333
cell_3320,G2,985.0261333
cell_3321,G1,97.10933333
cell_3322,S,421.4586667
cell_3323,G1,293.6090667
cell_3324,S,699.3653333
cell_3326,G2,939.0864
cell_3327,G1,197.1237333
cell_3328,S,772.5488
cell_3329,S,791.6
cell_3330,S,710.1365333
cell_3331,G1,469.6842667
cell_3332,S,535.7717333
cell_3333,S,408.4304
cell_3334,G1,298.9818667
cell_3335,G1,147.8533333
cell_3336,G1,292.1610667
cell_3337,G1,118.1856
cell_3338,G1,324.0266667
cell_3339,S,379.9616
cell_3340,G1,274.0810667
cell_3341,G1,200.2069333
cell_3342,G1,200.4229333
cell_3343,G1,839.8976
cell_3344,G1,245.9333333
cell_3345,G1,264.3354667
cell_3346,G1,242.2650667
cell_3347,G1,191.7322667
cell_3348,S,494.4250667
cell_3349,G1,89.57973333
cell_3350,G2,906.6986667
cell_3352,S,692.1344
cell_3353,G1,316.4096
cell_3354,G1,205.4410667
cell_3355,S,582.4026667
cell_3356,G1,953.5296
cell_3357,G2,946.5962667
cell_3358,G1,181.2997333
cell_3359,G1,145.3333333
cell_3360,G1,189.3466667
cell_3361,G1,258.1450667
cell_3362,G1,263.9786667
cell_3363,G1,595.064
cell_3364,G1,191.6058667
cell_3365,S,604.6048
cell_3366,G1,241.4282667
cell_3367,G1,175.2778667
cell_3368,G1,188.8528
cell_3369,S,394.6586667
cell_3370,G1,201.3045333
cell_3371,S,445.1834667
cell_3372,G1,188.9205333
cell_3373,G1,197.2672
cell_3374,G1,563.7696
cell_3375,G1,156.6858667
cell_3376,G2,1033.362667
cell_3377,G1,79.63306667
cell_3378,S,524.5472
cell_3379,G2,966.2992
cell_3380,S,576.4922667
cell_3381,G1,152.8618667
cell_3382,G1,147.0293333
cell_3383,G1,218.8170667
cell_3384,G1,184.3157333
cell_3385,G1,132.7504
cell_3386,G2,939.8864
cell_3387,G1,17.44906667
cell_3388,G1,127.6992
cell_3389,G1,216.6762667
cell_3390,S,641.5984
cell_3391,G1,123.7962667
cell_3392,G2,941.5194667
cell_3393,S,722.1626667
cell_3394,G1,196.6128
cell_3395,S,452.5962667
cell_3396,S,641.2554667
cell_3397,S,616.0128
cell_3398,S,411.1829333
cell_3399,G2,982.7152
cell_3400,G1,197.2741333
cell_3401,G2,887.3525333
cell_3402,S,668.7274667
cell_3403,G1,158.2298667
cell_3404,G1,118.0186667
cell_3405,G2,879.5946667
cell_3406,G1,185.5642667
cell_3407,G2,907.7114667
cell_3408,G1,195.6245333
cell_3409,G1,228.2704
cell_3410,G1,507.0330667
cell_3411,G1,283.0981333
cell_3412,G1,289.4869333
cell_3413,G1,105.5509333
cell_3414,G2,939.2816
cell_3415,G1,203.8746667
cell_3416,G1,542.6069333
cell_3417,G1,40.3584
cell_3418,G1,204.1344
cell_3419,G1,193.3413333
cell_3420,G1,242.1002667
cell_3421,S,674.7578667
cell_3422,G1,209.8714667
cell_3423,G1,180.9434667
cell_3424,G1,248.0016
cell_3425,S,681.2949333
cell_3426,G1,246.5610667
cell_3427,S,603.672
cell_3428,G2,950.9365333
cell_3429,G1,235.0016
cell_3430,G1,552.4176
cell_3431,S,390.2746667
cell_3432,G1,471.5248
cell_3433,G1,68.02773333
cell_3434,G1,135.6128
cell_3435,S,421.5514667
cell_3436,G1,904.4693333
cell_3437,G1,196.3285333
cell_3438,G2,957.1701333
cell_3439,S,722.936
cell_3440,G1,33.64586667
cell_3441,G1,200.0085333
cell_3442,G1,929.3776
cell_3443,G1,915.7589333
cell_3444,G1,325.6261333
cell_3445,S,424.8053333
cell_3446,G1,175.9184
cell_3447,G1,190.1690667
cell_3448,G2,905.7114667
cell_3449,G1,221.5568
cell_3450,G1,382.1296
cell_3451,G1,164.0922667
cell_3452,S,345.0266667
cell_3453,G1,180.6474667
cell_3454,G1,250.7728
cell_3455,G1,256.1162667
cell_3456,S,660.3664
cell_3457,G1,202.8816
cell_3458,G1,203.3786667
cell_3459,G1,187.024
cell_3460,G1,254.2448
cell_3461,S,476.9072
cell_3462,G2,948.1546667
cell_3463,G1,280.7717333
cell_3464,G1,188.2416
cell_3465,G1,151.4117333
cell_3466,G1,239.5082667
cell_3467,G1,34.52
cell_3468,G1,174.9829333
cell_3469,G1,172.4010667
cell_3470,G1,34.83146667
cell_3471,S,417.5941333
cell_3472,G1,76.68213333
cell_3473,S,679.9136
cell_3474,G2,986.5909333
cell_3475,G1,412.9872
cell_3476,G1,281.1146667
cell_3477,G1,86.94453333
cell_3478,G1,229.1317333
cell_3479,G1,138.3157333
cell_3480,S,667.9573333
cell_3481,G1,219.8864
cell_3482,S,606.9850667
cell_3483,G1,83.28853333
cell_3484,G1,449.4496
cell_3485,G1,186.2410667
cell_3486,S,369.7584
cell_3487,G1,848.9301333
cell_3488,G1,250.9098667
cell_3489,G1,223.9509333
cell_3490,G1,280.2373333
cell_3491,G1,74.7232
cell_3492,G1,95.96906667
cell_3493,G1,11.7968
cell_3494,G1,177.9018667
cell_3495,G1,10.5296
cell_3496,G2,921.1205333
cell_3497,G1,201.3109333
cell_3498,G1,303.8784
cell_3499,S,759.5098667
cell_3500,G1,568.9045333
cell_3501,G2,938.0778667
cell_3502,S,426.0384
cell_3503,G1,232.5546667
cell_3504,S,677.8053333
cell_3506,G1,206.0186667
cell_3507,S,560.3146667
cell_3508,G1,96.2736
cell_3509,G1,241.4864
cell_3510,S,413.6037333
cell_3511,G1,251.0816
cell_3512,S,526.2448
cell_3513,G1,22.80586667
cell_3514,G1,487.7461333
cell_3515,G1,171.5754667
cell_3516,G1,75.22186667
cell_3517,G2,921.6202667
cell_3518,G1,87.9776
cell_3519,G1,266.8512
cell_3520,G1,218.5024
cell_3521,G1,275.0352
cell_3522,G1,132.9194667
cell_3523,S,481.7866667
cell_3524,G1,134.8154667
cell_3525,G1,149.8773333
cell_3526,G1,229.3637333
cell_3527,G1,267.0032
cell_3528,G1,580.5152
cell_3529,G1,269.056
cell_3530,G2,939.4613333
cell_3531,G1,83.59253333
cell_3532,G1,140.0656
cell_3533,S,483.9253333
cell_3534,G1,69.46986667
cell_3535,G1,261.5802667
cell_3536,G1,85.57226667
cell_3537,G1,248.7226667
cell_3538,G1,308.7861333
cell_3539,S,413.6170667
cell_3540,S,566.2954667
cell_3541,G1,109.7525333
cell_3542,G1,292.6709333
cell_3543,S,541.4570667
cell_3544,G1,123.0064
cell_3545,G2,1018.545067
cell_3546,G1,170.5008
cell_3547,S,404.1733333
cell_3548,S,680.2101333
cell_3549,S,358.0336
cell_3550,G1,331.2149333
cell_3551,G2,827.3125333
cell_3552,G2,960.9781333
cell_3553,S,447.4618667
cell_3554,S,633.6592
cell_3555,G1,120.1834667
cell_3556,S,645.5045333
cell_3557,G2,976.84
cell_3558,S,652.4752
cell_3559,G1,575.3104
cell_3560,G1,56.608
cell_3561,G1,231.7072
cell_3562,G1,114.8016
cell_3563,G1,203.8613333
cell_3564,G1,41.6992
cell_3565,S,413.7301333
cell_3566,G1,148.8618667
cell_3567,S,479.8517333
cell_3568,G1,259.3194667
cell_3569,S,382.2538667
cell_3570,G1,233.784
cell_3571,G1,231.3130667
cell_3572,S,443.2378667
cell_3573,G1,174.7157333
cell_3574,G2,1024.574933
cell_3575,G1,144.1504
cell_3576,G1,242.7002667
cell_3577,G1,214.4122667
cell_3578,G1,222.7104
cell_3579,G2,1038.330133
cell_3580,G1,189.5696
cell_3581,S,417.1237333
cell_3582,G1,179.3002667
cell_3583,S,737.1893333
cell_3584,G1,137.0101333
cell_3585,S,747.1141333
cell_3586,G1,252.88
cell_3587,G1,242.6992
cell_3588,G1,182.5216
cell_3589,G1,118.7648
cell_3590,S,668.4362667
cell_3591,G1,210.664
cell_3592,S,418.7696
cell_3593,S,381.9002667
cell_3594,G1,147.8501333
cell_3595,G1,226.6437333
cell_3596,S,632.7168
cell_3597,G1,11.29386667
cell_3598,G2,1000.118933
cell_3599,S,396.8458667
cell_3600,G1,253.3114667
cell_3601,S,756.0885333
cell_3602,G1,298.2586667
cell_3603,S,665.0133333
cell_3604,G1,303.4848
cell_3605,G2,965.4501333
cell_3606,G1,212.1674667
cell_3607,G1,454.5808
cell_3609,G1,256.7658667
cell_3610,S,739.2213333
cell_3611,S,495.3024
cell_3612,G1,121.1706667
cell_3613,G1,190.8010667
cell_3614,G1,308.168
cell_3615,S,532.4058667
cell_3616,G1,224.528
cell_3617,G1,148.2837333
cell_3618,G1,259.1429333
cell_3619,G2,1076.5616
cell_3620,S,741.6197333
cell_3621,G2,976.5312
cell_3622,G1,71.68426667
cell_3623,G1,163.2202667
cell_3624,S,756.4949333
cell_3625,S,473.9205333
cell_3626,S,728.5024
cell_3627,G1,226.2416
cell_3628,G1,164.7930667
cell_3629,S,539.3024
cell_3630,S,394.2794667
cell_3631,S,637.1808
cell_3632,G1,205.3888
cell_3633,G1,373.2165333
cell_3634,G1,48.064
cell_3635,G1,178.0746667
cell_3636,G2,951.8794667
cell_3637,G1,278.6714667
cell_3638,G1,225.3728
cell_3639,G1,260.4181333
cell_3640,G1,222.7482667
cell_3641,G1,244.3712
cell_3642,S,386.2272
cell_3643,G1,162.8741333
cell_3644,G2,936.2016
cell_3645,S,595.8218667
cell_3646,G1,403.8149333
cell_3647,G1,205.1994667
cell_3648,G1,139.7381333
cell_3649,G1,225.3146667
cell_3650,G2,1020.205333
cell_3651,S,834.5744
cell_3652,G1,166.6021333
cell_3653,G1,270.7541333
cell_3654,G1,321.5568
cell_3655,S,724.3130667
cell_3656,G1,375.272
cell_3657,G2,933.3733333
cell_3658,G1,203.096
cell_3659,G1,212.6144
cell_3660,G1,218.8672
cell_3661,G1,275.4304
cell_3662,G2,1063.122133
cell_3663,S,456.9866667
cell_3664,S,524.1370667
cell_3665,G1,289.1530667
cell_3666,G1,196.2602667
cell_3667,G1,113.9882667
cell_3668,G1,260.8394667
cell_3669,G1,201.8896
cell_3670,S,685.0368
cell_3671,G1,844.3333333
cell_3672,G2,921.5952
cell_3673,G2,865.0
cell_3674,G2,1008.9136
cell_3675,G1,211.5637333
cell_3676,G1,236.64
cell_3677,G1,966.6213333
cell_3678,G1,262.2234667
cell_3679,G1,166.4506667
cell_3680,S,651.9541333
cell_3681,G1,235.6469333
cell_3682,G1,264.6298667
cell_3683,G1,236.7264
cell_3684,G2,1022.527467
cell_3685,G1,224.8016
cell_3686,G1,80.3424
cell_3687,G2,1023.240533
cell_3688,G1,30.5456
cell_3689,G2,1035.0016
cell_3690,G1,195.1941333
cell_3691,S,416.8528
cell_3692,G1,164.9013333
cell_3693,G1,149.0
cell_3694,S,680.7610667
cell_3695,G2,890.4714667
cell_3696,S,638.8768
cell_3697,G1,180.4218667
cell_3698,G1,108.4688
cell_3699,G1,141.1178667
cell_3700,G1,234.6501333
cell_3701,G1,161.1061333
cell_3702,G1,239.0602667
cell_3703,G1,210.7349333
cell_3704,G1,133.7472
cell_3705,G1,244.9930667
cell_3706,S,635.1866667
cell_3707,G1,292.8544
cell_3708,S,903.6229333
cell_3709,S,438.1269333
cell_3710,S,386.1509333
cell_3711,S,485.3893333
cell_3712,G1,227.5525333
cell_3713,G2,817.7066667
cell_3714,G1,171.1765333
cell_3715,G1,168.0341333
cell_3716,G2,979.7098667
cell_3717,S,690.1498667
cell_3718,G1,216.3264
cell_3719,G1,221.9424
cell_3720,S,477.152
cell_3721,G1,247.4186667
cell_3722,G1,581.8122667
cell_3723,G1,159.3776
cell_3724,G1,548.8224
cell_3725,S,402.8757333
cell_3726,G1,164.8837333
cell_3727,S,373.4416
cell_3728,G1,220.7562667
cell_3729,G1,241.3386667
cell_3730,S,587.8522667
cell_3731,G1,209.856
cell_3732,G1,188.0954667
cell_3733,G2,1065.599467
cell_3734,G1,248.232
cell_3735,G2,1054.0992
cell_3736,G1,252.3008
cell_3737,G1,313.6506667
cell_3738,G2,987.1162667
cell_3739,S,459.2528
cell_3740,S,760.0906667
cell_3741,G1,118.9066667
cell_3742,G2,899.1909333
cell_3743,S,700.4693333
cell_3744,G1,141.7968
cell_3745,S,611.1754667
cell_3746,G1,145.2586667
cell_3747,S,559.9136
cell_3748,G2,951.6074667
cell_3749,G1,232.2458667
cell_3750,G2,942.8378667
cell_3751,S,408.6389333
cell_3752,S,394.3813333
cell_3753,S,380.0501333
cell_3754,G1,273.2853333
cell_3755,G2,996.5018667
cell_3756,G1,274.9525333
cell_3757,G1,229.6709333
cell_3758,G1,291.2645333
cell_3759,S,389.648
cell_3760,G1,114.064
cell_3761,G1,224.3333333
cell_3762,S,397.9285333
cell_3763,G1,291.0186667
cell_3764,G1,80.3408
cell_3765,G1,263.1733333
cell_3766,S,393.9386667
cell_3767,G1,56.17333333
cell_3768,G1,247.5018667
cell_3769,S,381.3968
cell_3770,G1,173.416
cell_3771,G1,150.3269333
cell_3772,G1,284.9093333
cell_3773,G1,70.26026667
cell_3774,G1,151.3333333
cell_3775,G1,295.6501333
cell_3776,G1,199.9733333
cell_3777,G1,798.8197333
cell_3778,G1,141.2389333
cell_3779,G1,256.68
cell_3780,G1,15.59466667
cell_3781,G1,219.5413333
cell_3782,S,337.7514667
cell_3783,G1,563.4629333
cell_3784,G1,163.5882667
cell_3785,S,377.4677333
cell_3786,G2,879.6997333
cell_3787,G1,16.712
cell_3788,G1,209.4922667
cell_3789,G1,252.0976
cell_3790,G1,205.1258667
cell_3791,S,445.5866667
cell_3792,S,437.1749333
cell_3793,G1,197.6202667
cell_3794,G2,936.7605333
cell_3795,S,410.5568
cell_3796,G1,109.7002667
cell_3797,S,683.1616
cell_3798,G1,90.944
cell_3799,S,518.0618667
cell_3800,G2,1049.789867
cell_3801,G1,299.8202667
cell_3802,G1,208.9210667
cell_3803,S,883.9648
cell_3804,G1,64.82293333
cell_3805,G1,237.6133333
cell_3806,G1,387.8522667
cell_3807,G1,901.0112
cell_3808,G1,242.4954667
cell_3809,G1,299.2901333
cell_3810,G1,268.672
cell_3811,G1,40.8912
cell_3812,S,905.1621333
cell_3813,S,714.6650667
cell_3814,G2,1033.270933
cell_3815,G1,243.0074667
cell_3816,G1,141.1888
cell_3817,G1,263.2682667
cell_3818,G1,178.0757333
cell_3819,G1,494.1749333
cell_3820,G1,60.45546667
cell_3821,G1,392.5797333
cell_3822,S,842.3866667
cell_3823,G1,91.19733333
cell_3824,G1,229.3744
cell_3825,S,642.1210667
cell_3826,G1,772.2224
cell_3827,S,606.0384
cell_3828,G2,902.1392
cell_3829,G2,1024.841067
cell_3830,G1,74.83573333
cell_3831,G1,323.8576
cell_3832,S,363.9797333
cell_3833,G1,277.7637333
cell_3834,G1,243.6661333
cell_3835,S,577.8901333
cell_3836,G1,276.5733333
cell_3837,G1,305.0666667
cell_3838,S,530.0464
cell_3839,G2,955.3573333
cell_3840,G2,921.2565333
cell_3841,S,446.4122667
cell_3842,S,607.2976
cell_3843,G2,923.0992
cell_3844,S,686.1450667
cell_3845,G1,91.82986667
cell_3846,S,751.3130667
cell_3847,G1,236.1477333
cell_3848,G2,1108.3328
cell_3849,G1,252.7685333
cell_3850,S,361.1525333
cell_3851,G2,980.0421333
cell_3852,G1,150.0565333
cell_3854,G1,239.0528
cell_3855,S,639.2053333
cell_3856,S,685.2533333
cell_3857,G1,159.0309333
cell_3858,G2,878.5866667
cell_3859,G1,303.2544
cell_3860,S,609.0362667
cell_3861,S,745.6608
cell_3862,S,383.8608
cell_3863,S,399.52
cell_3864,S,750.2010667
cell_3865,G2,1030.3328
cell_3866,S,383.6048
cell_3867,G1,205.9482667
cell_3868,S,401.7456
cell_3869,G1,293.9637333
cell_3870,G1,198.9738667
cell_3871,S,650.0709333
cell_3872,G2,950.6058667
cell_3873,G2,1012.848
cell_3874,S,431.9285333
cell_3875,G1,269.2394667
cell_3876,S,366.6336
cell_3877,S,756.5402667
cell_3878,G2,980.7701333
cell_3879,S,391.5936
cell_3880,S,399.6277333
cell_3881,S,456.0048
cell_3882,S,366.6586667
cell_3883,S,829.2501333
cell_3884,S,637.9685333
cell_3885,G1,224.2384
cell_3886,S,546.3632
cell_3887,G1,270.7189333
cell_3888,S,444.4064
cell_3889,G2,1001.298133
cell_3890,S,402.2592
cell_3891,S,795.5557333
cell_3892,G1,242.3306667
cell_3893,G1,203.7770667
cell_3894,S,636.6298667
cell_3895,G1,357.9962667
cell_3896,G1,219.3013333
cell_3897,G1,251.1637333
cell_3898,G2,890.1402667
cell_3899,G1,222.6229333
cell_3900,S,707.6336
cell_3901,G1,189.2816
cell_3902,S,694.5050667
cell_3903,S,731.4192
cell_3904,G1,200.3861333
cell_3905,G1,144.3226667
cell_3906,S,462.3664
cell_3907,G2,936.8586667
cell_3908,S,631.7365333
cell_3909,G1,175.3898667
cell_3910,G1,199.2293333
cell_3911,S,404.1514667
cell_3912,G1,407.2458667
cell_3913,G1,122.9264
cell_3914,G1,75.08533333
cell_3916,S,417.1530667
cell_3917,G1,116.5178667
cell_3918,G1,192.5162667
cell_3919,G1,214.2624
cell_3920,G1,50.85706667
cell_3921,G1,342.1434667
cell_3922,G1,249.4512
cell_3923,G1,216.4037333
cell_3924,G2,982.2741333
cell_3925,G1,195.424
cell_3926,S,474.4693333
cell_3927,G1,201.8304
cell_3928,G1,223.3461333
cell_3929,G1,247.5072
cell_3930,G2,1023.160533
cell_3931,G2,1038.949333
cell_3932,G2,985.688
cell_3933,G1,200.0725333
cell_3934,G1,39.86986667
cell_3936,G1,854.6181333
cell_3937,G2,977.1994667
cell_3938,S,724.9568
cell_3939,G1,286.1322667
cell_3940,G1,35.3568
cell_3941,G1,259.0922667
cell_3942,G2,975.4218667
cell_3943,G1,63.3408
cell_3944,G1,151.5317333
cell_3945,S,377.16
cell_3946,G1,46.01013333
cell_3947,G1,391.7237333
cell_3948,G1,158.4304
cell_3949,G1,24.17386667
cell_3950,S,357.7909333
cell_3951,S,539.0037333
cell_3952,G2,977.8469333
cell_3953,G1,34.75733333
cell_3954,G2,1118.938133
cell_3955,G2,1032.386133
cell_3956,G1,15.3456
cell_3957,G2,982.8794667
cell_3958,G1,19.88906667
cell_3959,G1,167.9226667
cell_3960,G2,1007.7856
cell_3961,G1,164.3664
cell_3962,G2,906.4565333
cell_3963,S,434.4570667
cell_3964,G2,915.5925333
cell_3965,G2,1001.940267
cell_3966,G1,147.9845333
cell_3967,S,702.9216
cell_3969,G1,106.9498667
cell_3970,G2,929.7290667
cell_3971,G1,108.1013333
cell_3972,G1,17.0848
cell_3973,G1,86.75093333
cell_3975,G1,712.8901333
cell_3976,G2,915.8021333
cell_3979,G1,179.1146667
cell_3980,G2,914.7077333
cell_3982,S,661.2058667
cell_3987,G1,208.7776
cell_3991,G2,1029.368533
cell_3992,G1,153.6469333
cell_3993,S,740.8181333
cell_3998,G1,866.0416
cell_4001,G2,982.9157333
cell_4026,G2,1107.6896
cell_4027,G2,964.4714667
cell_4037,G2,952.6101333
cell_4047,G1,99.74186667
cell_4049,G1,158.2533333
cell_4052,G1,119.8085333
cell_4055,G1,146.5552
cell_4056,S,644.7402667
cell_4058,S,465.6746667
cell_4081,G1,88.72053333
cell_4087,G1,100.8768
cell_4090,S,382.7493333
cell_4092,G1,1122.2496
cell_4094,G1,177.2058667
cell_4109,G2,992.0170667
cell_4115,G2,987.3205333
cell_4117,G1,267.3594667
cell_4119,G1,235.312
cell_4122,G1,201.0928
cell_4130,G2,941.2506667
cell_4134,G1,172.1621333
cell_4145,G1,142.1157333
cell_4149,G1,76.28213333
cell_4150,G1,86.94293333
cell_4152,G2,1024.383467
cell_4158,G1,304.1589333
cell_4159,G1,218.3754667
cell_4163,S,765.0149333
cell_4164,G1,88.25706667
cell_4169,G1,227.9034667
cell_4170,G2,1006.554667
cell_4175,S,549.3504
cell_4178,S,487.5744
cell_4179,G1,264.4186667
cell_4183,G1,181.9114667
cell_4193,G2,1025.306667
cell_4194,G1,86.1008
cell_4195,S,499.8922667
cell_4196,S,658.7696
cell_4197,G1,83.71146667
cell_4199,G2,1087.628267
cell_4201,G1,155.3536
cell_4202,G1,236.3584
cell_4203,G2,868.7285333
cell_4207,S,721.9648
cell_4210,S,667.1973333
cell_4213,G1,242.6026667
cell_4215,G1,91.58773333
cell_4220,S,701.6714667
cell_4221,G1,129.0896
cell_4227,S,740.9317333
cell_4232,G1,166.8
cell_4234,S,601.2021333
cell_4239,G2,923.3962667
cell_4241,G2,953.7557333
cell_4242,S,487.856
cell_4245,G1,16.18026667
cell_4247,G2,952.9173333
cell_4249,G2,1022.857067
cell_4250,G2,987.4997333
cell_4252,G2,926.3482667
cell_4254,G1,37.84693333
cell_4255,G2,934.7061333
cell_4256,G2,888.2352
cell_4260,G2,924.816
cell_4262,G1,12.94773333
cell_4265,S,543.5674667
cell_4266,G1,146.2842667
cell_4271,G2,1008.4784
cell_4279,G1,219.3093333
cell_4282,S,445.4005333
cell_4283,G1,46.92906667
cell_4285,S,372.9584
cell_4289,S,670.1434667
cell_4297,S,467.3829333
cell_4301,G1,83.63573333
cell_4302,G1,220.664
cell_4303,S,649.2698667
cell_4304,G1,176.1141333
cell_4305,G1,253.1514667
cell_4308,G1,6.0384
cell_4314,S,679.6010667
cell_4315,G1,112.4762667
cell_4317,G2,1052.226667
cell_4322,S,325.8565333
cell_4323,G1,129.2352
cell_4326,G2,1017.2352
cell_4327,G2,797.8421333
cell_4333,S,364.3648
cell_4335,G1,168.4245333
cell_4341,G2,890.5338667
cell_4346,S,537.9616
cell_4348,G2,914.3658667
cell_4352,S,576.6794667
cell_4354,S,553.0192
cell_4357,G2,1143.389333
cell_4363,G2,960.9072
cell_4364,S,442.0341333
cell_4365,G1,233.1088
cell_4366,S,454.3296
cell_4369,G1,1094.3824
cell_4370,S,698.2112
cell_4372,G2,872.4058667
cell_4373,S,601.4112
cell_4375,G2,964.2602667
cell_4378,G1,6.621866667
cell_4379,G1,127.8976
cell_4381,G2,978.6213333
cell_4382,S,765.9152
cell_4384,G1,205.8090667
cell_4387,G2,957.0426667
cell_4388,S,377.2410667
cell_4391,G1,848.8805333
cell_4392,G1,689.7306667
cell_4394,G1,168.1248
cell_4399,G1,236.04
cell_4406,G1,31.71786667
cell_4408,S,652.3114667
cell_4409,G1,505.1184
cell_4411,S,440.3546667
cell_4412,S,524.2890667
cell_4413,G1,152.9477333
